date_key,date,year,quarter,year_quarter,month,month_name,year_month,week_iso,year_iso,week_start,week_end,day,day_name,is_weekend
20220504,2022-05-04,2022,2,2022 Q2,5,May,2022-05,18,2022,2022-05-02,2022-05-08,4,Wednesday,False
20220505,2022-05-05,2022,2,2022 Q2,5,May,2022-05,18,2022,2022-05-02,2022-05-08,5,Thursday,False
20220506,2022-05-06,2022,2,2022 Q2,5,May,2022-05,18,2022,2022-05-02,2022-05-08,6,Friday,False
20220507,2022-05-07,2022,2,2022 Q2,5,May,2022-05,18,2022,2022-05-02,2022-05-08,7,Saturday,True
20220508,2022-05-08,2022,2,2022 Q2,5,May,2022-05,18,2022,2022-05-02,2022-05-08,8,Sunday,True
20220509,2022-05-09,2022,2,2022 Q2,5,May,2022-05,19,2022,2022-05-09,2022-05-15,9,Monday,False
20220510,2022-05-10,2022,2,2022 Q2,5,May,2022-05,19,2022,2022-05-09,2022-05-15,10,Tuesday,False
20220511,2022-05-11,2022,2,2022 Q2,5,May,2022-05,19,2022,2022-05-09,2022-05-15,11,Wednesday,False
20220512,2022-05-12,2022,2,2022 Q2,5,May,2022-05,19,2022,2022-05-09,2022-05-15,12,Thursday,False
20220513,2022-05-13,2022,2,2022 Q2,5,May,2022-05,19,2022,2022-05-09,2022-05-15,13,Friday,False
20220514,2022-05-14,2022,2,2022 Q2,5,May,2022-05,19,2022,2022-05-09,2022-05-15,14,Saturday,True
20220515,2022-05-15,2022,2,2022 Q2,5,May,2022-05,19,2022,2022-05-09,2022-05-15,15,Sunday,True
20220516,2022-05-16,2022,2,2022 Q2,5,May,2022-05,20,2022,2022-05-16,2022-05-22,16,Monday,False
20220517,2022-05-17,2022,2,2022 Q2,5,May,2022-05,20,2022,2022-05-16,2022-05-22,17,Tuesday,False
20220518,2022-05-18,2022,2,2022 Q2,5,May,2022-05,20,2022,2022-05-16,2022-05-22,18,Wednesday,False
20220519,2022-05-19,2022,2,2022 Q2,5,May,2022-05,20,2022,2022-05-16,2022-05-22,19,Thursday,False
20220520,2022-05-20,2022,2,2022 Q2,5,May,2022-05,20,2022,2022-05-16,2022-05-22,20,Friday,False
20220521,2022-05-21,2022,2,2022 Q2,5,May,2022-05,20,2022,2022-05-16,2022-05-22,21,Saturday,True
20220522,2022-05-22,2022,2,2022 Q2,5,May,2022-05,20,2022,2022-05-16,2022-05-22,22,Sunday,True
20220523,2022-05-23,2022,2,2022 Q2,5,May,2022-05,21,2022,2022-05-23,2022-05-29,23,Monday,False
20220524,2022-05-24,2022,2,2022 Q2,5,May,2022-05,21,2022,2022-05-23,2022-05-29,24,Tuesday,False
20220525,2022-05-25,2022,2,2022 Q2,5,May,2022-05,21,2022,2022-05-23,2022-05-29,25,Wednesday,False
20220526,2022-05-26,2022,2,2022 Q2,5,May,2022-05,21,2022,2022-05-23,2022-05-29,26,Thursday,False
20220527,2022-05-27,2022,2,2022 Q2,5,May,2022-05,21,2022,2022-05-23,2022-05-29,27,Friday,False
20220528,2022-05-28,2022,2,2022 Q2,5,May,2022-05,21,2022,2022-05-23,2022-05-29,28,Saturday,True
20220529,2022-05-29,2022,2,2022 Q2,5,May,2022-05,21,2022,2022-05-23,2022-05-29,29,Sunday,True
20220530,2022-05-30,2022,2,2022 Q2,5,May,2022-05,22,2022,2022-05-30,2022-06-05,30,Monday,False
20220531,2022-05-31,2022,2,2022 Q2,5,May,2022-05,22,2022,2022-05-30,2022-06-05,31,Tuesday,False
20220601,2022-06-01,2022,2,2022 Q2,6,June,2022-06,22,2022,2022-05-30,2022-06-05,1,Wednesday,False
20220602,2022-06-02,2022,2,2022 Q2,6,June,2022-06,22,2022,2022-05-30,2022-06-05,2,Thursday,False
20220603,2022-06-03,2022,2,2022 Q2,6,June,2022-06,22,2022,2022-05-30,2022-06-05,3,Friday,False
20220604,2022-06-04,2022,2,2022 Q2,6,June,2022-06,22,2022,2022-05-30,2022-06-05,4,Saturday,True
20220605,2022-06-05,2022,2,2022 Q2,6,June,2022-06,22,2022,2022-05-30,2022-06-05,5,Sunday,True
20220606,2022-06-06,2022,2,2022 Q2,6,June,2022-06,23,2022,2022-06-06,2022-06-12,6,Monday,False
20220607,2022-06-07,2022,2,2022 Q2,6,June,2022-06,23,2022,2022-06-06,2022-06-12,7,Tuesday,False
20220608,2022-06-08,2022,2,2022 Q2,6,June,2022-06,23,2022,2022-06-06,2022-06-12,8,Wednesday,False
20220609,2022-06-09,2022,2,2022 Q2,6,June,2022-06,23,2022,2022-06-06,2022-06-12,9,Thursday,False
20220610,2022-06-10,2022,2,2022 Q2,6,June,2022-06,23,2022,2022-06-06,2022-06-12,10,Friday,False
20220611,2022-06-11,2022,2,2022 Q2,6,June,2022-06,23,2022,2022-06-06,2022-06-12,11,Saturday,True
20220612,2022-06-12,2022,2,2022 Q2,6,June,2022-06,23,2022,2022-06-06,2022-06-12,12,Sunday,True
20220613,2022-06-13,2022,2,2022 Q2,6,June,2022-06,24,2022,2022-06-13,2022-06-19,13,Monday,False
20220614,2022-06-14,2022,2,2022 Q2,6,June,2022-06,24,2022,2022-06-13,2022-06-19,14,Tuesday,False
20220615,2022-06-15,2022,2,2022 Q2,6,June,2022-06,24,2022,2022-06-13,2022-06-19,15,Wednesday,False
20220616,2022-06-16,2022,2,2022 Q2,6,June,2022-06,24,2022,2022-06-13,2022-06-19,16,Thursday,False
20220617,2022-06-17,2022,2,2022 Q2,6,June,2022-06,24,2022,2022-06-13,2022-06-19,17,Friday,False
20220618,2022-06-18,2022,2,2022 Q2,6,June,2022-06,24,2022,2022-06-13,2022-06-19,18,Saturday,True
20220619,2022-06-19,2022,2,2022 Q2,6,June,2022-06,24,2022,2022-06-13,2022-06-19,19,Sunday,True
20220620,2022-06-20,2022,2,2022 Q2,6,June,2022-06,25,2022,2022-06-20,2022-06-26,20,Monday,False
20220621,2022-06-21,2022,2,2022 Q2,6,June,2022-06,25,2022,2022-06-20,2022-06-26,21,Tuesday,False
20220622,2022-06-22,2022,2,2022 Q2,6,June,2022-06,25,2022,2022-06-20,2022-06-26,22,Wednesday,False
20220623,2022-06-23,2022,2,2022 Q2,6,June,2022-06,25,2022,2022-06-20,2022-06-26,23,Thursday,False
20220624,2022-06-24,2022,2,2022 Q2,6,June,2022-06,25,2022,2022-06-20,2022-06-26,24,Friday,False
20220625,2022-06-25,2022,2,2022 Q2,6,June,2022-06,25,2022,2022-06-20,2022-06-26,25,Saturday,True
20220626,2022-06-26,2022,2,2022 Q2,6,June,2022-06,25,2022,2022-06-20,2022-06-26,26,Sunday,True
20220627,2022-06-27,2022,2,2022 Q2,6,June,2022-06,26,2022,2022-06-27,2022-07-03,27,Monday,False
20220628,2022-06-28,2022,2,2022 Q2,6,June,2022-06,26,2022,2022-06-27,2022-07-03,28,Tuesday,False
20220629,2022-06-29,2022,2,2022 Q2,6,June,2022-06,26,2022,2022-06-27,2022-07-03,29,Wednesday,False
20220630,2022-06-30,2022,2,2022 Q2,6,June,2022-06,26,2022,2022-06-27,2022-07-03,30,Thursday,False
20220701,2022-07-01,2022,3,2022 Q3,7,July,2022-07,26,2022,2022-06-27,2022-07-03,1,Friday,False
20220702,2022-07-02,2022,3,2022 Q3,7,July,2022-07,26,2022,2022-06-27,2022-07-03,2,Saturday,True
20220703,2022-07-03,2022,3,2022 Q3,7,July,2022-07,26,2022,2022-06-27,2022-07-03,3,Sunday,True
20220704,2022-07-04,2022,3,2022 Q3,7,July,2022-07,27,2022,2022-07-04,2022-07-10,4,Monday,False
20220705,2022-07-05,2022,3,2022 Q3,7,July,2022-07,27,2022,2022-07-04,2022-07-10,5,Tuesday,False
20220706,2022-07-06,2022,3,2022 Q3,7,July,2022-07,27,2022,2022-07-04,2022-07-10,6,Wednesday,False
20220707,2022-07-07,2022,3,2022 Q3,7,July,2022-07,27,2022,2022-07-04,2022-07-10,7,Thursday,False
20220708,2022-07-08,2022,3,2022 Q3,7,July,2022-07,27,2022,2022-07-04,2022-07-10,8,Friday,False
20220709,2022-07-09,2022,3,2022 Q3,7,July,2022-07,27,2022,2022-07-04,2022-07-10,9,Saturday,True
20220710,2022-07-10,2022,3,2022 Q3,7,July,2022-07,27,2022,2022-07-04,2022-07-10,10,Sunday,True
20220711,2022-07-11,2022,3,2022 Q3,7,July,2022-07,28,2022,2022-07-11,2022-07-17,11,Monday,False
20220712,2022-07-12,2022,3,2022 Q3,7,July,2022-07,28,2022,2022-07-11,2022-07-17,12,Tuesday,False
20220713,2022-07-13,2022,3,2022 Q3,7,July,2022-07,28,2022,2022-07-11,2022-07-17,13,Wednesday,False
20220714,2022-07-14,2022,3,2022 Q3,7,July,2022-07,28,2022,2022-07-11,2022-07-17,14,Thursday,False
20220715,2022-07-15,2022,3,2022 Q3,7,July,2022-07,28,2022,2022-07-11,2022-07-17,15,Friday,False
20220716,2022-07-16,2022,3,2022 Q3,7,July,2022-07,28,2022,2022-07-11,2022-07-17,16,Saturday,True
20220717,2022-07-17,2022,3,2022 Q3,7,July,2022-07,28,2022,2022-07-11,2022-07-17,17,Sunday,True
20220718,2022-07-18,2022,3,2022 Q3,7,July,2022-07,29,2022,2022-07-18,2022-07-24,18,Monday,False
20220719,2022-07-19,2022,3,2022 Q3,7,July,2022-07,29,2022,2022-07-18,2022-07-24,19,Tuesday,False
20220720,2022-07-20,2022,3,2022 Q3,7,July,2022-07,29,2022,2022-07-18,2022-07-24,20,Wednesday,False
20220721,2022-07-21,2022,3,2022 Q3,7,July,2022-07,29,2022,2022-07-18,2022-07-24,21,Thursday,False
20220722,2022-07-22,2022,3,2022 Q3,7,July,2022-07,29,2022,2022-07-18,2022-07-24,22,Friday,False
20220723,2022-07-23,2022,3,2022 Q3,7,July,2022-07,29,2022,2022-07-18,2022-07-24,23,Saturday,True
20220724,2022-07-24,2022,3,2022 Q3,7,July,2022-07,29,2022,2022-07-18,2022-07-24,24,Sunday,True
20220725,2022-07-25,2022,3,2022 Q3,7,July,2022-07,30,2022,2022-07-25,2022-07-31,25,Monday,False
20220726,2022-07-26,2022,3,2022 Q3,7,July,2022-07,30,2022,2022-07-25,2022-07-31,26,Tuesday,False
20220727,2022-07-27,2022,3,2022 Q3,7,July,2022-07,30,2022,2022-07-25,2022-07-31,27,Wednesday,False
20220728,2022-07-28,2022,3,2022 Q3,7,July,2022-07,30,2022,2022-07-25,2022-07-31,28,Thursday,False
20220729,2022-07-29,2022,3,2022 Q3,7,July,2022-07,30,2022,2022-07-25,2022-07-31,29,Friday,False
20220730,2022-07-30,2022,3,2022 Q3,7,July,2022-07,30,2022,2022-07-25,2022-07-31,30,Saturday,True
20220731,2022-07-31,2022,3,2022 Q3,7,July,2022-07,30,2022,2022-07-25,2022-07-31,31,Sunday,True
20220801,2022-08-01,2022,3,2022 Q3,8,August,2022-08,31,2022,2022-08-01,2022-08-07,1,Monday,False
20220802,2022-08-02,2022,3,2022 Q3,8,August,2022-08,31,2022,2022-08-01,2022-08-07,2,Tuesday,False
20220803,2022-08-03,2022,3,2022 Q3,8,August,2022-08,31,2022,2022-08-01,2022-08-07,3,Wednesday,False
20220804,2022-08-04,2022,3,2022 Q3,8,August,2022-08,31,2022,2022-08-01,2022-08-07,4,Thursday,False
20220805,2022-08-05,2022,3,2022 Q3,8,August,2022-08,31,2022,2022-08-01,2022-08-07,5,Friday,False
20220806,2022-08-06,2022,3,2022 Q3,8,August,2022-08,31,2022,2022-08-01,2022-08-07,6,Saturday,True
20220807,2022-08-07,2022,3,2022 Q3,8,August,2022-08,31,2022,2022-08-01,2022-08-07,7,Sunday,True
20220808,2022-08-08,2022,3,2022 Q3,8,August,2022-08,32,2022,2022-08-08,2022-08-14,8,Monday,False
20220809,2022-08-09,2022,3,2022 Q3,8,August,2022-08,32,2022,2022-08-08,2022-08-14,9,Tuesday,False
20220810,2022-08-10,2022,3,2022 Q3,8,August,2022-08,32,2022,2022-08-08,2022-08-14,10,Wednesday,False
20220811,2022-08-11,2022,3,2022 Q3,8,August,2022-08,32,2022,2022-08-08,2022-08-14,11,Thursday,False
20220812,2022-08-12,2022,3,2022 Q3,8,August,2022-08,32,2022,2022-08-08,2022-08-14,12,Friday,False
20220813,2022-08-13,2022,3,2022 Q3,8,August,2022-08,32,2022,2022-08-08,2022-08-14,13,Saturday,True
20220814,2022-08-14,2022,3,2022 Q3,8,August,2022-08,32,2022,2022-08-08,2022-08-14,14,Sunday,True
20220815,2022-08-15,2022,3,2022 Q3,8,August,2022-08,33,2022,2022-08-15,2022-08-21,15,Monday,False
20220816,2022-08-16,2022,3,2022 Q3,8,August,2022-08,33,2022,2022-08-15,2022-08-21,16,Tuesday,False
20220817,2022-08-17,2022,3,2022 Q3,8,August,2022-08,33,2022,2022-08-15,2022-08-21,17,Wednesday,False
20220818,2022-08-18,2022,3,2022 Q3,8,August,2022-08,33,2022,2022-08-15,2022-08-21,18,Thursday,False
20220819,2022-08-19,2022,3,2022 Q3,8,August,2022-08,33,2022,2022-08-15,2022-08-21,19,Friday,False
20220820,2022-08-20,2022,3,2022 Q3,8,August,2022-08,33,2022,2022-08-15,2022-08-21,20,Saturday,True
20220821,2022-08-21,2022,3,2022 Q3,8,August,2022-08,33,2022,2022-08-15,2022-08-21,21,Sunday,True
20220822,2022-08-22,2022,3,2022 Q3,8,August,2022-08,34,2022,2022-08-22,2022-08-28,22,Monday,False
20220823,2022-08-23,2022,3,2022 Q3,8,August,2022-08,34,2022,2022-08-22,2022-08-28,23,Tuesday,False
20220824,2022-08-24,2022,3,2022 Q3,8,August,2022-08,34,2022,2022-08-22,2022-08-28,24,Wednesday,False
20220825,2022-08-25,2022,3,2022 Q3,8,August,2022-08,34,2022,2022-08-22,2022-08-28,25,Thursday,False
20220826,2022-08-26,2022,3,2022 Q3,8,August,2022-08,34,2022,2022-08-22,2022-08-28,26,Friday,False
20220827,2022-08-27,2022,3,2022 Q3,8,August,2022-08,34,2022,2022-08-22,2022-08-28,27,Saturday,True
20220828,2022-08-28,2022,3,2022 Q3,8,August,2022-08,34,2022,2022-08-22,2022-08-28,28,Sunday,True
20220829,2022-08-29,2022,3,2022 Q3,8,August,2022-08,35,2022,2022-08-29,2022-09-04,29,Monday,False
20220830,2022-08-30,2022,3,2022 Q3,8,August,2022-08,35,2022,2022-08-29,2022-09-04,30,Tuesday,False
20220831,2022-08-31,2022,3,2022 Q3,8,August,2022-08,35,2022,2022-08-29,2022-09-04,31,Wednesday,False
20220901,2022-09-01,2022,3,2022 Q3,9,September,2022-09,35,2022,2022-08-29,2022-09-04,1,Thursday,False
20220902,2022-09-02,2022,3,2022 Q3,9,September,2022-09,35,2022,2022-08-29,2022-09-04,2,Friday,False
20220903,2022-09-03,2022,3,2022 Q3,9,September,2022-09,35,2022,2022-08-29,2022-09-04,3,Saturday,True
20220904,2022-09-04,2022,3,2022 Q3,9,September,2022-09,35,2022,2022-08-29,2022-09-04,4,Sunday,True
20220905,2022-09-05,2022,3,2022 Q3,9,September,2022-09,36,2022,2022-09-05,2022-09-11,5,Monday,False
20220906,2022-09-06,2022,3,2022 Q3,9,September,2022-09,36,2022,2022-09-05,2022-09-11,6,Tuesday,False
20220907,2022-09-07,2022,3,2022 Q3,9,September,2022-09,36,2022,2022-09-05,2022-09-11,7,Wednesday,False
20220908,2022-09-08,2022,3,2022 Q3,9,September,2022-09,36,2022,2022-09-05,2022-09-11,8,Thursday,False
20220909,2022-09-09,2022,3,2022 Q3,9,September,2022-09,36,2022,2022-09-05,2022-09-11,9,Friday,False
20220910,2022-09-10,2022,3,2022 Q3,9,September,2022-09,36,2022,2022-09-05,2022-09-11,10,Saturday,True
20220911,2022-09-11,2022,3,2022 Q3,9,September,2022-09,36,2022,2022-09-05,2022-09-11,11,Sunday,True
20220912,2022-09-12,2022,3,2022 Q3,9,September,2022-09,37,2022,2022-09-12,2022-09-18,12,Monday,False
20220913,2022-09-13,2022,3,2022 Q3,9,September,2022-09,37,2022,2022-09-12,2022-09-18,13,Tuesday,False
20220914,2022-09-14,2022,3,2022 Q3,9,September,2022-09,37,2022,2022-09-12,2022-09-18,14,Wednesday,False
20220915,2022-09-15,2022,3,2022 Q3,9,September,2022-09,37,2022,2022-09-12,2022-09-18,15,Thursday,False
20220916,2022-09-16,2022,3,2022 Q3,9,September,2022-09,37,2022,2022-09-12,2022-09-18,16,Friday,False
20220917,2022-09-17,2022,3,2022 Q3,9,September,2022-09,37,2022,2022-09-12,2022-09-18,17,Saturday,True
20220918,2022-09-18,2022,3,2022 Q3,9,September,2022-09,37,2022,2022-09-12,2022-09-18,18,Sunday,True
20220919,2022-09-19,2022,3,2022 Q3,9,September,2022-09,38,2022,2022-09-19,2022-09-25,19,Monday,False
20220920,2022-09-20,2022,3,2022 Q3,9,September,2022-09,38,2022,2022-09-19,2022-09-25,20,Tuesday,False
20220921,2022-09-21,2022,3,2022 Q3,9,September,2022-09,38,2022,2022-09-19,2022-09-25,21,Wednesday,False
20220922,2022-09-22,2022,3,2022 Q3,9,September,2022-09,38,2022,2022-09-19,2022-09-25,22,Thursday,False
20220923,2022-09-23,2022,3,2022 Q3,9,September,2022-09,38,2022,2022-09-19,2022-09-25,23,Friday,False
20220924,2022-09-24,2022,3,2022 Q3,9,September,2022-09,38,2022,2022-09-19,2022-09-25,24,Saturday,True
20220925,2022-09-25,2022,3,2022 Q3,9,September,2022-09,38,2022,2022-09-19,2022-09-25,25,Sunday,True
20220926,2022-09-26,2022,3,2022 Q3,9,September,2022-09,39,2022,2022-09-26,2022-10-02,26,Monday,False
20220927,2022-09-27,2022,3,2022 Q3,9,September,2022-09,39,2022,2022-09-26,2022-10-02,27,Tuesday,False
20220928,2022-09-28,2022,3,2022 Q3,9,September,2022-09,39,2022,2022-09-26,2022-10-02,28,Wednesday,False
20220929,2022-09-29,2022,3,2022 Q3,9,September,2022-09,39,2022,2022-09-26,2022-10-02,29,Thursday,False
20220930,2022-09-30,2022,3,2022 Q3,9,September,2022-09,39,2022,2022-09-26,2022-10-02,30,Friday,False
20221001,2022-10-01,2022,4,2022 Q4,10,October,2022-10,39,2022,2022-09-26,2022-10-02,1,Saturday,True
20221002,2022-10-02,2022,4,2022 Q4,10,October,2022-10,39,2022,2022-09-26,2022-10-02,2,Sunday,True
20221003,2022-10-03,2022,4,2022 Q4,10,October,2022-10,40,2022,2022-10-03,2022-10-09,3,Monday,False
20221004,2022-10-04,2022,4,2022 Q4,10,October,2022-10,40,2022,2022-10-03,2022-10-09,4,Tuesday,False
20221005,2022-10-05,2022,4,2022 Q4,10,October,2022-10,40,2022,2022-10-03,2022-10-09,5,Wednesday,False
20221006,2022-10-06,2022,4,2022 Q4,10,October,2022-10,40,2022,2022-10-03,2022-10-09,6,Thursday,False
20221007,2022-10-07,2022,4,2022 Q4,10,October,2022-10,40,2022,2022-10-03,2022-10-09,7,Friday,False
20221008,2022-10-08,2022,4,2022 Q4,10,October,2022-10,40,2022,2022-10-03,2022-10-09,8,Saturday,True
20221009,2022-10-09,2022,4,2022 Q4,10,October,2022-10,40,2022,2022-10-03,2022-10-09,9,Sunday,True
20221010,2022-10-10,2022,4,2022 Q4,10,October,2022-10,41,2022,2022-10-10,2022-10-16,10,Monday,False
20221011,2022-10-11,2022,4,2022 Q4,10,October,2022-10,41,2022,2022-10-10,2022-10-16,11,Tuesday,False
20221012,2022-10-12,2022,4,2022 Q4,10,October,2022-10,41,2022,2022-10-10,2022-10-16,12,Wednesday,False
20221013,2022-10-13,2022,4,2022 Q4,10,October,2022-10,41,2022,2022-10-10,2022-10-16,13,Thursday,False
20221014,2022-10-14,2022,4,2022 Q4,10,October,2022-10,41,2022,2022-10-10,2022-10-16,14,Friday,False
20221015,2022-10-15,2022,4,2022 Q4,10,October,2022-10,41,2022,2022-10-10,2022-10-16,15,Saturday,True
20221016,2022-10-16,2022,4,2022 Q4,10,October,2022-10,41,2022,2022-10-10,2022-10-16,16,Sunday,True
20221017,2022-10-17,2022,4,2022 Q4,10,October,2022-10,42,2022,2022-10-17,2022-10-23,17,Monday,False
20221018,2022-10-18,2022,4,2022 Q4,10,October,2022-10,42,2022,2022-10-17,2022-10-23,18,Tuesday,False
20221019,2022-10-19,2022,4,2022 Q4,10,October,2022-10,42,2022,2022-10-17,2022-10-23,19,Wednesday,False
20221020,2022-10-20,2022,4,2022 Q4,10,October,2022-10,42,2022,2022-10-17,2022-10-23,20,Thursday,False
20221021,2022-10-21,2022,4,2022 Q4,10,October,2022-10,42,2022,2022-10-17,2022-10-23,21,Friday,False
20221022,2022-10-22,2022,4,2022 Q4,10,October,2022-10,42,2022,2022-10-17,2022-10-23,22,Saturday,True
20221023,2022-10-23,2022,4,2022 Q4,10,October,2022-10,42,2022,2022-10-17,2022-10-23,23,Sunday,True
20221024,2022-10-24,2022,4,2022 Q4,10,October,2022-10,43,2022,2022-10-24,2022-10-30,24,Monday,False
20221025,2022-10-25,2022,4,2022 Q4,10,October,2022-10,43,2022,2022-10-24,2022-10-30,25,Tuesday,False
20221026,2022-10-26,2022,4,2022 Q4,10,October,2022-10,43,2022,2022-10-24,2022-10-30,26,Wednesday,False
20221027,2022-10-27,2022,4,2022 Q4,10,October,2022-10,43,2022,2022-10-24,2022-10-30,27,Thursday,False
20221028,2022-10-28,2022,4,2022 Q4,10,October,2022-10,43,2022,2022-10-24,2022-10-30,28,Friday,False
20221029,2022-10-29,2022,4,2022 Q4,10,October,2022-10,43,2022,2022-10-24,2022-10-30,29,Saturday,True
20221030,2022-10-30,2022,4,2022 Q4,10,October,2022-10,43,2022,2022-10-24,2022-10-30,30,Sunday,True
20221031,2022-10-31,2022,4,2022 Q4,10,October,2022-10,44,2022,2022-10-31,2022-11-06,31,Monday,False
20221101,2022-11-01,2022,4,2022 Q4,11,November,2022-11,44,2022,2022-10-31,2022-11-06,1,Tuesday,False
20221102,2022-11-02,2022,4,2022 Q4,11,November,2022-11,44,2022,2022-10-31,2022-11-06,2,Wednesday,False
20221103,2022-11-03,2022,4,2022 Q4,11,November,2022-11,44,2022,2022-10-31,2022-11-06,3,Thursday,False
20221104,2022-11-04,2022,4,2022 Q4,11,November,2022-11,44,2022,2022-10-31,2022-11-06,4,Friday,False
20221105,2022-11-05,2022,4,2022 Q4,11,November,2022-11,44,2022,2022-10-31,2022-11-06,5,Saturday,True
20221106,2022-11-06,2022,4,2022 Q4,11,November,2022-11,44,2022,2022-10-31,2022-11-06,6,Sunday,True
20221107,2022-11-07,2022,4,2022 Q4,11,November,2022-11,45,2022,2022-11-07,2022-11-13,7,Monday,False
20221108,2022-11-08,2022,4,2022 Q4,11,November,2022-11,45,2022,2022-11-07,2022-11-13,8,Tuesday,False
20221109,2022-11-09,2022,4,2022 Q4,11,November,2022-11,45,2022,2022-11-07,2022-11-13,9,Wednesday,False
20221110,2022-11-10,2022,4,2022 Q4,11,November,2022-11,45,2022,2022-11-07,2022-11-13,10,Thursday,False
20221111,2022-11-11,2022,4,2022 Q4,11,November,2022-11,45,2022,2022-11-07,2022-11-13,11,Friday,False
20221112,2022-11-12,2022,4,2022 Q4,11,November,2022-11,45,2022,2022-11-07,2022-11-13,12,Saturday,True
20221113,2022-11-13,2022,4,2022 Q4,11,November,2022-11,45,2022,2022-11-07,2022-11-13,13,Sunday,True
20221114,2022-11-14,2022,4,2022 Q4,11,November,2022-11,46,2022,2022-11-14,2022-11-20,14,Monday,False
20221115,2022-11-15,2022,4,2022 Q4,11,November,2022-11,46,2022,2022-11-14,2022-11-20,15,Tuesday,False
20221116,2022-11-16,2022,4,2022 Q4,11,November,2022-11,46,2022,2022-11-14,2022-11-20,16,Wednesday,False
20221117,2022-11-17,2022,4,2022 Q4,11,November,2022-11,46,2022,2022-11-14,2022-11-20,17,Thursday,False
20221118,2022-11-18,2022,4,2022 Q4,11,November,2022-11,46,2022,2022-11-14,2022-11-20,18,Friday,False
20221119,2022-11-19,2022,4,2022 Q4,11,November,2022-11,46,2022,2022-11-14,2022-11-20,19,Saturday,True
20221120,2022-11-20,2022,4,2022 Q4,11,November,2022-11,46,2022,2022-11-14,2022-11-20,20,Sunday,True
20221121,2022-11-21,2022,4,2022 Q4,11,November,2022-11,47,2022,2022-11-21,2022-11-27,21,Monday,False
20221122,2022-11-22,2022,4,2022 Q4,11,November,2022-11,47,2022,2022-11-21,2022-11-27,22,Tuesday,False
20221123,2022-11-23,2022,4,2022 Q4,11,November,2022-11,47,2022,2022-11-21,2022-11-27,23,Wednesday,False
20221124,2022-11-24,2022,4,2022 Q4,11,November,2022-11,47,2022,2022-11-21,2022-11-27,24,Thursday,False
20221125,2022-11-25,2022,4,2022 Q4,11,November,2022-11,47,2022,2022-11-21,2022-11-27,25,Friday,False
20221126,2022-11-26,2022,4,2022 Q4,11,November,2022-11,47,2022,2022-11-21,2022-11-27,26,Saturday,True
20221127,2022-11-27,2022,4,2022 Q4,11,November,2022-11,47,2022,2022-11-21,2022-11-27,27,Sunday,True
20221128,2022-11-28,2022,4,2022 Q4,11,November,2022-11,48,2022,2022-11-28,2022-12-04,28,Monday,False
20221129,2022-11-29,2022,4,2022 Q4,11,November,2022-11,48,2022,2022-11-28,2022-12-04,29,Tuesday,False
20221130,2022-11-30,2022,4,2022 Q4,11,November,2022-11,48,2022,2022-11-28,2022-12-04,30,Wednesday,False
20221201,2022-12-01,2022,4,2022 Q4,12,December,2022-12,48,2022,2022-11-28,2022-12-04,1,Thursday,False
20221202,2022-12-02,2022,4,2022 Q4,12,December,2022-12,48,2022,2022-11-28,2022-12-04,2,Friday,False
20221203,2022-12-03,2022,4,2022 Q4,12,December,2022-12,48,2022,2022-11-28,2022-12-04,3,Saturday,True
20221204,2022-12-04,2022,4,2022 Q4,12,December,2022-12,48,2022,2022-11-28,2022-12-04,4,Sunday,True
20221205,2022-12-05,2022,4,2022 Q4,12,December,2022-12,49,2022,2022-12-05,2022-12-11,5,Monday,False
20221206,2022-12-06,2022,4,2022 Q4,12,December,2022-12,49,2022,2022-12-05,2022-12-11,6,Tuesday,False
20221207,2022-12-07,2022,4,2022 Q4,12,December,2022-12,49,2022,2022-12-05,2022-12-11,7,Wednesday,False
20221208,2022-12-08,2022,4,2022 Q4,12,December,2022-12,49,2022,2022-12-05,2022-12-11,8,Thursday,False
20221209,2022-12-09,2022,4,2022 Q4,12,December,2022-12,49,2022,2022-12-05,2022-12-11,9,Friday,False
20221210,2022-12-10,2022,4,2022 Q4,12,December,2022-12,49,2022,2022-12-05,2022-12-11,10,Saturday,True
20221211,2022-12-11,2022,4,2022 Q4,12,December,2022-12,49,2022,2022-12-05,2022-12-11,11,Sunday,True
20221212,2022-12-12,2022,4,2022 Q4,12,December,2022-12,50,2022,2022-12-12,2022-12-18,12,Monday,False
20221213,2022-12-13,2022,4,2022 Q4,12,December,2022-12,50,2022,2022-12-12,2022-12-18,13,Tuesday,False
20221214,2022-12-14,2022,4,2022 Q4,12,December,2022-12,50,2022,2022-12-12,2022-12-18,14,Wednesday,False
20221215,2022-12-15,2022,4,2022 Q4,12,December,2022-12,50,2022,2022-12-12,2022-12-18,15,Thursday,False
20221216,2022-12-16,2022,4,2022 Q4,12,December,2022-12,50,2022,2022-12-12,2022-12-18,16,Friday,False
20221217,2022-12-17,2022,4,2022 Q4,12,December,2022-12,50,2022,2022-12-12,2022-12-18,17,Saturday,True
20221218,2022-12-18,2022,4,2022 Q4,12,December,2022-12,50,2022,2022-12-12,2022-12-18,18,Sunday,True
20221219,2022-12-19,2022,4,2022 Q4,12,December,2022-12,51,2022,2022-12-19,2022-12-25,19,Monday,False
20221220,2022-12-20,2022,4,2022 Q4,12,December,2022-12,51,2022,2022-12-19,2022-12-25,20,Tuesday,False
20221221,2022-12-21,2022,4,2022 Q4,12,December,2022-12,51,2022,2022-12-19,2022-12-25,21,Wednesday,False
